Wall time,Step,Value
107.34920310974121,0,18.643951416015625
191.92455887794495,1,18.92378807067871
276.37554359436035,2,53.216758728027344
361.59824872016907,3,80.70218658447266
446.45224690437317,4,83.5565185546875
531.0762784481049,5,84.96935272216797
615.4098556041718,6,85.61366271972656
699.4060590267181,7,85.9658432006836
783.8909678459167,8,86.24021911621094
867.9089798927307,9,86.3098373413086
951.1297869682312,10,86.67294311523438
1034.7368803024292,11,86.84085083007812
1118.6974880695343,12,86.96097564697266
1201.9275529384613,13,87.18074798583984
1285.2168979644775,14,87.35957336425781
1368.9441294670105,15,87.41280364990234
1452.7290437221527,16,87.53020477294922
1536.9476358890533,17,87.42918395996094
1621.011203289032,18,87.7499771118164
1705.095371246338,19,87.65169525146484
1789.0481090545654,20,87.94518280029297
1872.6216549873352,21,87.66124725341797
1955.1868252754211,22,87.76226043701172
2038.2265396118164,23,87.7977523803711
2121.1862893104553,24,87.88238525390625
2203.885983467102,25,87.7677230834961
2287.7057518959045,26,87.80321502685547
2370.982167482376,27,87.98886108398438
2454.401120185852,28,88.00387573242188
2538.2582502365112,29,87.9219741821289
2621.8977172374725,30,87.99705505371094
2705.411081314087,31,88.03800201416016
2789.429388523102,32,87.99022674560547
2872.947127342224,33,88.23184204101562
2956.1525287628174,34,88.1417465209961
3039.177092552185,35,88.16768646240234
3121.9459874629974,36,87.98749542236328
3206.048041820526,37,88.02845001220703
3289.904388189316,38,88.0489273071289
3373.76562166214,39,88.25777435302734
3457.1393868923187,40,88.3424072265625
3542.046690225601,41,88.4093017578125
3626.2566561698914,42,88.11717987060547
3710.0005650520325,43,88.0939712524414
3793.591715335846,44,88.13356018066406
3877.3010959625244,45,88.28781127929688
3960.8241472244263,46,88.36151885986328
4044.221809387207,47,88.26323699951172
4127.30784535408,48,88.4079360961914
4209.890513420105,49,88.27143096923828
4293.040810108185,50,92.7078628540039
4375.856817483902,51,93.62381744384766
4459.054069280624,52,93.9432373046875
4542.147452354431,53,94.11933135986328
4625.328610897064,54,94.32408905029297
4708.88366818428,55,94.33638000488281
4792.499009609222,56,94.3841552734375
4875.588703870773,57,94.39370727539062
4958.349233388901,58,94.26949310302734
5042.274444103241,59,94.39370727539062
5125.531984090805,60,94.31726837158203
5208.982630968094,61,94.2285385131836
5292.035223484039,62,94.22034454345703
5375.171546697617,63,94.29132843017578
5457.8936903476715,64,94.20806121826172
5540.994284152985,65,94.23126983642578
5625.411388397217,66,94.30225372314453
5708.41104722023,67,94.11114501953125
5792.253564834595,68,94.18212890625
5875.042565822601,69,94.31863403320312
5958.5759880542755,70,94.17803192138672
6042.146065950394,71,94.16028594970703
6125.525993824005,72,94.29815673828125
6209.455602407455,73,94.35139465332031
6293.210253238678,74,94.28177642822266
6376.030289173126,75,94.31044006347656
6458.937383413315,76,94.35821533203125
6541.793982744217,77,94.27631378173828
6625.813141822815,78,94.36367797851562
6709.7860271930695,79,94.41008758544922
6793.3917324543,80,94.42646789550781
6876.509873151779,81,94.46469116210938
6959.680161952972,82,94.48516845703125
7042.633873224258,83,94.47015380859375
7125.841823101044,84,94.49881744384766
7209.482774734497,85,94.46469116210938
7292.435817718506,86,94.3377456665039
7374.943321228027,87,94.41008758544922
7458.070563793182,88,94.51792907714844
7541.495688915253,89,94.52884674072266
7624.515766620636,90,94.5875473022461
7707.918817996979,91,94.63395690917969
7791.050004959106,92,94.64624786376953
7874.31289434433,93,94.76091003417969
7957.67919254303,94,94.54523468017578
8040.791162967682,95,94.62167358398438
8123.892219305038,96,94.67354583740234
8206.55337548256,97,94.61212158203125
8289.67001080513,98,94.60529327392578
8372.620008945465,99,94.76091003417969
