Wall time,Step,Value
433.9326400756836,0,18.678077697753906
865.3891441822052,1,29.807390213012695
1271.3176846504211,2,76.74079132080078
1488.2562217712402,3,83.09376525878906
1705.4740002155304,4,84.573486328125
1922.3890335559845,5,85.32017517089844
2140.044558763504,6,86.01089477539062
2357.3417789936066,7,86.46955108642578
2574.547286272049,8,86.42450714111328
2791.475112438202,9,86.77123260498047
3009.006672859192,10,87.01693725585938
3224.653841972351,11,87.08928680419922
3440.022383213043,12,87.25991821289062
3655.1636214256287,13,87.41280364990234
3870.5371079444885,14,87.42782592773438
4085.6219606399536,15,87.48515319824219
4300.97767663002,16,87.51245880126953
4516.050708770752,17,87.52064514160156
4731.39741563797,18,87.83460998535156
4948.6353940963745,19,87.6257553100586
5166.355647325516,20,87.87146759033203
5383.899950742722,21,87.80321502685547
5601.512523651123,22,87.84689331054688
5818.892806529999,23,87.9997787475586
6036.099810600281,24,87.90149688720703
6253.335356712341,25,87.9820327758789
6470.595017194748,26,88.06666564941406
6687.524574518204,27,88.00933837890625
6904.81875705719,28,88.080322265625
7121.80814743042,29,88.0939712524414
7339.544205188751,30,88.07759094238281
7556.545688152313,31,88.21955871582031
7773.770186424255,32,88.08714294433594
7990.743354320526,33,88.30964660644531
8207.991736412048,34,88.26187133789062
8424.948442935944,35,88.02845001220703
8642.187191963196,36,88.29736328125
8857.70451593399,37,88.30555725097656
9073.582757472992,38,88.37244415283203
9289.135298967361,39,88.41885375976562
9504.57124710083,40,88.2359390258789
9719.762745141983,41,88.37926483154297
9935.178516864777,42,88.21819305419922
10150.689978599548,43,88.46662902832031
10366.087010622025,44,88.19361877441406
10581.195441484451,45,88.4679946899414
10796.881786823273,46,88.34786987304688
11012.34063076973,47,88.24549102783203
11227.757063388824,48,88.54307556152344
11442.882587432861,49,88.2209243774414
11658.305218696594,50,92.79249572753906
11873.516092061996,51,93.74394226074219
12088.951147556305,52,94.08110809326172
12304.08314538002,53,94.23809051513672
12519.511347293854,54,94.30225372314453
12734.690660476685,55,94.47561645507812
12950.07960677147,56,94.4155502319336
13165.196330070496,57,94.44967651367188
13381.056936502457,58,94.41828155517578
13596.176184654236,59,94.42646789550781
13811.802674293518,60,94.30497741699219
14026.949996232986,61,94.31590270996094
14242.367141723633,62,94.29269409179688
14457.495551109314,63,94.25174713134766
14673.399614095688,64,94.29542541503906
14888.786085605621,65,94.23263549804688
15104.234857559204,66,94.27631378173828
15319.360447406769,67,94.15892028808594
15535.223426103592,68,94.28996276855469
15750.700783729553,69,94.30088806152344
15966.131786346436,70,94.26266479492188
16181.459045171738,71,94.30634307861328
16396.88549733162,72,94.21488952636719
16612.062987565994,73,94.36094665527344
16827.782960176468,74,94.31180572509766
17042.977413654327,75,94.40736389160156
17258.42106103897,76,94.29679107666016
17473.576007843018,77,94.28041076660156
17689.010823488235,78,94.43875885009766
17904.148004055023,79,94.39097595214844
18119.638597011566,80,94.46878814697266
18334.806614160538,81,94.45377349853516
18550.2333984375,82,94.40872192382812
18766.020309448242,83,94.46195983886719
18981.474659204483,84,94.59300994873047
19196.62311244011,85,94.56298065185547
19412.058919668198,86,94.51383209228516
19627.227161884308,87,94.56843566894531
19842.664258003235,88,94.47970581054688
20058.241617441177,89,94.56707000732422
20274.145535469055,90,94.5711669921875
20489.882428884506,91,94.55615234375
20705.700689792633,92,94.54523468017578
20920.90940976143,93,94.63668823242188
21136.703424453735,94,94.71586608886719
21352.302016735077,95,94.60665893554688
21567.71728849411,96,94.61485290527344
21782.891053915024,97,94.74726104736328
21998.26871085167,98,94.71040344238281
22213.3956758976,99,94.7895736694336
