Wall time,Step,Value
168.29322814941406,0,18.70401382446289
324.0998408794403,1,63.456050872802734
479.47567224502563,2,85.62731170654297
634.8256642818451,3,87.2790298461914
790.1432912349701,4,87.99022674560547
945.4975552558899,5,88.16085815429688
1100.879648923874,6,88.57720184326172
1256.2108442783356,7,88.72462463378906
1411.5324454307556,8,88.8420181274414
1566.9380872249603,9,88.91436767578125
1722.2867498397827,10,89.11503601074219
1877.6722390651703,11,89.13823699951172
2032.9747002124786,12,89.36756896972656
2188.289438724518,13,89.37030029296875
2343.630454301834,14,89.48086547851562
2498.909637928009,15,89.35118865966797
2654.1870539188385,16,89.39214324951172
2809.4982006549835,17,89.45220184326172
2964.84130358696,18,89.4876937866211
3120.1361768245697,19,89.30614471435547
3275.4140706062317,20,89.58734130859375
3430.893378973007,21,89.69108581542969
3586.244980096817,22,89.6296615600586
3741.487154006958,23,89.69518280029297
3896.8052735328674,24,89.64877319335938
4052.1262819767,25,89.86854553222656
4207.440916776657,26,89.5313720703125
4362.76726937294,27,89.79073333740234
4518.09774851799,28,89.79483032226562
4673.386173725128,29,89.87809753417969
4828.745678901672,30,89.8439712524414
4984.208064556122,31,89.82350158691406
5139.5534834861755,32,89.82213592529297
5294.815189599991,33,89.72248077392578
5450.098308324814,34,89.7989273071289
5605.424534320831,35,89.86581420898438
5760.751197576523,36,89.9422607421875
5916.038887023926,37,89.7866439819336
6071.273721456528,38,89.9886703491211
6226.603443145752,39,89.82759094238281
6381.886612892151,40,89.91085815429688
6537.331031560898,41,89.97775268554688
6692.540338277817,42,89.94498443603516
6847.790208816528,43,90.02825927734375
7003.021695137024,44,89.957275390625
7158.3007435798645,45,89.89720916748047
7313.5695106983185,46,89.94771575927734
7468.818628072739,47,89.89038848876953
7624.061779975891,48,89.89857482910156
7779.2967092990875,49,90.07876586914062
7934.526354074478,50,93.70845031738281
8089.996284246445,51,94.51792907714844
8245.268045902252,52,94.81005096435547
8400.4931807518,53,95.1171875
8555.767043590546,54,95.22639465332031
8711.033684968948,55,95.2591552734375
8866.255061149597,56,95.30693054199219
9021.486659526825,57,95.32467651367188
9176.697512626648,58,95.34925079345703
9331.982964754105,59,95.2577896118164
9487.17403268814,60,95.21138000488281
9642.62372636795,61,95.21001434326172
9797.87046122551,62,95.2455062866211
9953.125793457031,63,95.12811279296875
10108.424853563309,64,95.23594665527344
10263.65306019783,65,95.23322296142578
10418.886236667633,66,95.17315673828125
10574.094274044037,67,95.16769409179688
10729.343831300735,68,95.20182037353516
10884.548857212067,69,95.19363403320312
11039.773018836975,70,95.20864868164062
11195.291159391403,71,95.22093200683594
11350.538354873657,72,95.19636535644531
11505.783697843552,73,95.32740783691406
11661.058092594147,74,95.244140625
11816.269356012344,75,95.23867797851562
11971.457254171371,76,95.16632843017578
12126.736747026443,77,95.2755355834961
12281.986000537872,78,95.30147552490234
12437.24394607544,79,95.21001434326172
12592.461632013321,80,95.4297866821289
12747.83738565445,81,95.31922149658203
12903.054504156113,82,95.39702606201172
13058.311700582504,83,95.3724594116211
13213.55780172348,84,95.49940490722656
13368.757206439972,85,95.42705535888672
13523.970201969147,86,95.47620391845703
13679.235918045044,87,95.53762817382812
13834.437167406082,88,95.4024887084961
13989.643927574158,89,95.44071197509766
14144.909034729004,90,95.54718017578125
14300.347072601318,91,95.4775619506836
14455.634372234344,92,95.48712158203125
14610.86051106453,93,95.50623321533203
14766.11197757721,94,95.54854583740234
14921.374261140823,95,95.43115234375
15076.56546163559,96,95.5430908203125
